caseid,time,activity
78,5049,join_queue
79,5079,arrival
79,5079,join_queue
77,5081,end_service
78,5081,begin_service
74,5088,end_service
79,5088,renege
80,5134,arrival
80,5134,join_queue
80,5134,begin_service
78,5181,end_service
81,5222,arrival
81,5222,join_queue
81,5222,begin_service
82,5418,arrival
82,5418,join_queue
83,5432,arrival
83,5432,join_queue
80,5451,end_service
82,5451,begin_service
84,5675,arrival
84,5675,join_queue
85,5697,arrival
85,5697,join_queue
81,5702,end_service
83,5702,begin_service
86,5709,arrival
86,5709,join_queue
83,5762,end_service
84,5762,renege
85,5762,renege
86,5762,begin_service
87,5822,arrival
87,5822,join_queue
88,5828,arrival
88,5828,join_queue
89,5832,arrival
89,5832,join_queue
90,5884,arrival
90,5884,join_queue
86,5909,end_service
87,5909,renege
88,5909,renege
89,5909,begin_service
82,5931,end_service
90,5931,begin_service
89,5969,end_service
91,5995,arrival
91,5995,join_queue
91,5995,begin_service
92,6050,arrival
92,6050,join_queue
91,6073,end_service
92,6073,begin_service
90,6138,end_service
92,6169,end_service
93,6185,arrival
93,6185,join_queue
93,6185,renege
94,6187,arrival
94,6187,join_queue
94,6187,begin_service
95,6282,arrival
95,6282,join_queue
95,6282,renege
96,6379,arrival
96,6379,join_queue
96,6379,begin_service
97,6487,arrival
97,6487,join_queue
98,6506,arrival
98,6506,join_queue
99,6549,arrival
99,6549,join_queue
100,6551,arrival
100,6551,join_queue
94,6614,end_service
97,6614,renege
98,6614,renege
99,6614,renege
100,6614,begin_service
100,6674,end_service
96,6859,end_service
101,6913,arrival
101,6913,join_queue
101,6913,begin_service
101,6977,end_service
102,7004,arrival
102,7004,join_queue
102,7004,begin_service
103,7007,arrival
103,7007,join_queue
103,7007,renege
104,7026,arrival
104,7026,join_queue
104,7026,renege
102,7064,end_service
105,7089,arrival
105,7089,join_queue
105,7089,begin_service
106,7114,arrival
106,7114,join_queue
106,7114,begin_service
107,7163,arrival
107,7163,join_queue
108,7215,arrival
108,7215,join_queue
109,7280,arrival
109,7280,join_queue
106,7297,end_service
107,7297,begin_service
110,7347,arrival
110,7347,join_queue
111,7421,arrival
111,7421,join_queue
112,7460,arrival
112,7460,join_queue
105,7466,end_service
108,7466,begin_service
107,7469,end_service
109,7469,renege
110,7469,begin_service
113,7475,arrival
113,7475,join_queue
114,7494,arrival
114,7494,join_queue
115,7505,arrival
115,7505,join_queue
116,7510,arrival
116,7510,join_queue
110,7557,end_service
111,7557,renege
112,7557,begin_service
112,7617,end_service
113,7617,renege
114,7617,begin_service
117,7630,arrival
117,7630,join_queue
118,7631,arrival
118,7631,join_queue
119,7637,arrival
119,7637,join_queue
120,7692,arrival
120,7692,join_queue
121,7758,arrival
121,7758,balk
122,7777,arrival
122,7777,balk
114,7818,end_service
115,7818,renege
116,7818,begin_service
123,7846,arrival
123,7846,join_queue
108,7862,end_service
117,7862,begin_service
124,7898,arrival
124,7898,join_queue
125,7901,arrival
125,7901,join_queue
126,7936,arrival
126,7936,balk
117,7938,end_service
118,7938,begin_service
127,7962,arrival
127,7962,join_queue
128,7992,arrival
128,7992,balk
129,8066,arrival
129,8066,balk
118,8076,end_service
119,8076,renege
120,8076,begin_service
116,8110,end_service
123,8110,begin_service
130,8202,arrival
130,8202,join_queue
131,8207,arrival
131,8207,join_queue
132,8313,arrival
132,8313,join_queue
120,8333,end_service
124,8333,renege
125,8333,renege
127,8333,begin_service
123,8396,end_service
130,8396,begin_service
133,8459,arrival
133,8459,join_queue
134,8506,arrival
134,8506,join_queue
130,8665,end_service
131,8665,begin_service
135,8689,arrival
135,8689,join_queue
136,8738,arrival
136,8738,join_queue
137,8745,arrival
137,8745,join_queue
138,8768,arrival
138,8768,balk
127,8813,end_service
132,8813,renege
133,8813,begin_service
133,8903,end_service
134,8903,begin_service
131,8930,end_service
135,8930,begin_service
139,8941,arrival
139,8941,join_queue
140,9047,arrival
140,9047,join_queue
141,9131,arrival
141,9131,join_queue
142,9197,arrival
142,9197,join_queue
143,9262,arrival
143,9262,balk
134,9284,end_service
136,9284,renege
137,9284,renege
139,9284,begin_service
144,9297,arrival
144,9297,join_queue
139,9408,end_service
140,9408,begin_service
135,9410,end_service
141,9410,begin_service
145,9446,arrival
145,9446,join_queue
146,9467,arrival
146,9467,join_queue
147,9502,arrival
147,9502,join_queue
148,9699,arrival
148,9699,join_queue
149,9701,arrival
149,9701,balk
140,9754,end_service
142,9754,begin_service
150,9864,arrival
150,9864,join_queue
141,9890,end_service
144,9890,begin_service
142,9906,end_service
145,9906,begin_service
151,9981,arrival
151,9981,join_queue
145,10012,end_service
146,10012,renege
147,10012,begin_service
152,10033,arrival
152,10033,join_queue
147,10118,end_service
148,10118,begin_service
153,10131,arrival
153,10131,join_queue
144,10187,end_service
150,10187,begin_service
148,10226,end_service
151,10226,begin_service
154,10263,arrival
154,10263,join_queue
155,10273,arrival
155,10273,join_queue
156,10281,arrival
156,10281,join_queue
157,10285,arrival
157,10285,join_queue
158,10311,arrival
158,10311,balk
159,10413,arrival
159,10413,balk
160,10440,arrival
160,10440,balk
161,10445,arrival
161,10445,balk
151,10493,end_service
152,10493,begin_service
162,10502,arrival
162,10502,join_queue
152,10553,end_service
153,10553,begin_service
150,10579,end_service
154,10579,begin_service
153,10613,end_service
155,10613,begin_service
163,10622,arrival
163,10622,join_queue
164,10627,arrival
164,10627,join_queue
165,10698,arrival
165,10698,join_queue
155,10744,end_service
156,10744,begin_service
156,10804,end_service
157,10804,begin_service
166,10806,arrival
166,10806,join_queue
167,10901,arrival
167,10901,join_queue
168,10905,arrival
168,10905,balk
157,10937,end_service
162,10937,renege
163,10937,renege
164,10937,begin_service
169,11007,arrival
169,11007,join_queue
170,11011,arrival
170,11011,join_queue
171,11026,arrival
171,11026,join_queue
154,11059,end_service
165,11059,begin_service
172,11091,arrival
172,11091,join_queue
173,11093,arrival
173,11093,balk
174,11101,arrival
174,11101,balk
175,11108,arrival
175,11108,balk
176,11324,arrival
176,11324,balk
177,11328,arrival
177,11328,balk
178,11395,arrival
178,11395,balk
164,11417,end_service
166,11417,renege
167,11417,begin_service
165,11444,end_service
179,11444,arrival
179,11444,join_queue
169,11444,begin_service
180,11446,arrival
180,11446,join_queue
181,11452,arrival
181,11452,join_queue
169,11504,end_service
170,11504,begin_service
170,11668,end_service
171,11668,begin_service
182,11703,arrival
182,11703,join_queue
167,11716,end_service
172,11716,begin_service
183,11742,arrival
183,11742,join_queue
184,11768,arrival
184,11768,join_queue
185,11772,arrival
185,11772,balk
171,11832,end_service
179,11832,begin_service
186,11987,arrival
186,11987,join_queue
187,12086,arrival
187,12086,balk
179,12152,end_service
180,12152,begin_service
188,12171,arrival
188,12171,join_queue
172,12196,end_service
181,12196,renege
182,12196,begin_service
189,12210,arrival
189,12210,join_queue
190,12211,arrival
190,12211,join_queue
191,12291,arrival
191,12291,balk
180,12351,end_service
183,12351,renege
184,12351,begin_service
192,12364,arrival
192,12364,join_queue
193,12461,arrival
193,12461,join_queue
182,12466,end_service
186,12466,begin_service
186,12526,end_service
188,12526,begin_service
194,12593,arrival
194,12593,join_queue
195,12603,arrival
195,12603,join_queue
196,12731,arrival
196,12731,balk
197,12748,arrival
197,12748,balk
188,12783,end_service
189,12783,begin_service
198,12800,arrival
198,12800,join_queue
199,12829,arrival
199,12829,balk
184,12831,end_service
190,12831,begin_service
189,12843,end_service
192,12843,renege
193,12843,renege
194,12843,begin_service
200,12855,arrival
200,12855,join_queue
201,12882,arrival
201,12882,join_queue
194,12903,end_service
195,12903,begin_service
202,12928,arrival
202,12928,join_queue
195,12963,end_service
198,12963,begin_service
203,12966,arrival
203,12966,join_queue
204,13008,arrival
204,13008,join_queue
205,13119,arrival
205,13119,join_queue
198,13120,end_service
200,13120,begin_service
206,13136,arrival
206,13136,join_queue
200,13180,end_service
201,13180,begin_service
207,13240,arrival
207,13240,join_queue
201,13246,end_service
202,13246,begin_service
190,13311,end_service
203,13311,begin_service
208,13393,arrival
208,13393,join_queue
209,13489,arrival
209,13489,join_queue
210,13590,arrival
210,13590,balk
211,13631,arrival
211,13631,balk
212,13641,arrival
212,13641,balk
213,13652,arrival
213,13652,balk
214,13675,arrival
214,13675,balk
203,13713,end_service
204,13713,renege
205,13713,renege
206,13713,begin_service
202,13723,end_service
207,13723,renege
208,13723,renege
209,13723,begin_service
215,13762,arrival
215,13762,join_queue
216,13791,arrival
216,13791,join_queue
217,13800,arrival
217,13800,join_queue
218,13803,arrival
218,13803,join_queue
206,13808,end_service
215,13808,renege
216,13808,renege
217,13808,begin_service
219,13823,arrival
219,13823,join_queue
220,13891,arrival
220,13891,join_queue
221,13928,arrival
221,13928,join_queue
222,13941,arrival
222,13941,join_queue
223,13947,arrival
223,13947,join_queue
224,13961,arrival
224,13961,balk
225,13970,arrival
225,13970,balk
226,14013,arrival
226,14013,balk
227,14021,arrival
227,14021,balk
228,14023,arrival
228,14023,balk
229,14091,arrival
229,14091,balk
230,14101,arrival
230,14101,balk
217,14152,end_service
218,14152,begin_service
209,14160,end_service
219,14160,begin_service
231,14172,arrival
231,14172,join_queue
219,14224,end_service
220,14224,begin_service
232,14327,arrival
232,14327,join_queue
