caseid,time,activity
73,4547,join_queue
64,4571,end_service
68,4571,renege
69,4571,begin_service
74,4572,arrival
74,4572,join_queue
66,4574,end_service
70,4574,renege
72,4574,renege
73,4574,begin_service
67,4581,end_service
74,4581,begin_service
75,4651,arrival
75,4651,join_queue
76,4665,arrival
76,4665,join_queue
77,4908,arrival
77,4908,join_queue
69,4924,end_service
75,4924,renege
76,4924,renege
77,4924,begin_service
77,5012,end_service
73,5054,end_service
74,5061,end_service
78,5140,arrival
78,5140,join_queue
78,5140,begin_service
79,5152,arrival
79,5152,join_queue
79,5152,begin_service
78,5200,end_service
80,5265,arrival
80,5265,join_queue
80,5265,begin_service
81,5271,arrival
81,5271,join_queue
81,5271,begin_service
79,5299,end_service
82,5323,arrival
82,5323,join_queue
82,5323,begin_service
80,5325,end_service
83,5336,arrival
83,5336,join_queue
83,5336,begin_service
84,5391,arrival
84,5391,join_queue
83,5414,end_service
84,5414,begin_service
84,5510,end_service
85,5526,arrival
85,5526,join_queue
85,5526,begin_service
86,5528,arrival
86,5528,join_queue
82,5530,end_service
86,5530,renege
87,5635,arrival
87,5635,join_queue
87,5635,begin_service
81,5714,end_service
88,5732,arrival
88,5732,join_queue
88,5732,begin_service
88,5808,end_service
89,5870,arrival
89,5870,join_queue
89,5870,renege
85,5907,end_service
90,5913,arrival
90,5913,join_queue
90,5913,begin_service
91,5915,arrival
91,5915,join_queue
91,5915,renege
92,5922,arrival
92,5922,join_queue
92,5922,renege
93,6013,arrival
93,6013,join_queue
93,6013,renege
94,6029,arrival
94,6029,join_queue
94,6029,begin_service
95,6032,arrival
95,6032,join_queue
96,6051,arrival
96,6051,join_queue
87,6067,end_service
95,6067,begin_service
94,6089,end_service
96,6089,begin_service
97,6114,arrival
97,6114,join_queue
98,6163,arrival
98,6163,join_queue
95,6169,end_service
97,6169,begin_service
99,6209,arrival
99,6209,join_queue
100,6274,arrival
100,6274,join_queue
101,6341,arrival
101,6341,join_queue
97,6376,end_service
98,6376,begin_service
102,6384,arrival
102,6384,join_queue
90,6393,end_service
99,6393,begin_service
103,6423,arrival
103,6423,join_queue
99,6453,end_service
100,6453,renege
101,6453,begin_service
96,6466,end_service
102,6466,begin_service
104,6522,arrival
104,6522,join_queue
105,6533,arrival
105,6533,join_queue
106,6538,arrival
106,6538,join_queue
101,6541,end_service
103,6541,begin_service
102,6542,end_service
104,6542,begin_service
103,6601,end_service
105,6601,begin_service
107,6658,arrival
107,6658,join_queue
105,6661,end_service
106,6661,renege
107,6661,begin_service
108,6664,arrival
108,6664,join_queue
98,6672,end_service
108,6672,begin_service
109,6730,arrival
109,6730,join_queue
104,6743,end_service
109,6743,begin_service
108,6747,end_service
110,6799,arrival
110,6799,join_queue
110,6799,begin_service
111,6851,arrival
111,6851,join_queue
112,6854,arrival
112,6854,join_queue
110,6875,end_service
111,6875,begin_service
107,6881,end_service
112,6881,begin_service
113,6889,arrival
113,6889,join_queue
114,6919,arrival
114,6919,join_queue
111,6977,end_service
113,6977,renege
114,6977,renege
115,6993,arrival
115,6993,join_queue
115,6993,begin_service
112,7019,end_service
109,7035,end_service
116,7129,arrival
116,7129,join_queue
116,7129,begin_service
116,7189,end_service
117,7201,arrival
117,7201,join_queue
117,7201,begin_service
115,7250,end_service
118,7307,arrival
118,7307,join_queue
118,7307,begin_service
119,7464,arrival
119,7464,join_queue
119,7464,begin_service
120,7511,arrival
120,7511,join_queue
118,7576,end_service
120,7576,begin_service
121,7577,arrival
121,7577,join_queue
122,7584,arrival
122,7584,join_queue
123,7607,arrival
123,7607,join_queue
117,7681,end_service
121,7681,begin_service
120,7770,end_service
122,7770,renege
123,7770,begin_service
121,7771,end_service
124,7780,arrival
124,7780,join_queue
124,7780,begin_service
119,7944,end_service
125,7969,arrival
125,7969,join_queue
125,7969,begin_service
126,8053,arrival
126,8053,join_queue
127,8118,arrival
127,8118,join_queue
123,8151,end_service
126,8151,begin_service
128,8153,arrival
128,8153,join_queue
124,8205,end_service
127,8205,renege
128,8205,renege
125,8233,end_service
126,8275,end_service
129,8302,arrival
129,8302,join_queue
129,8302,begin_service
130,8388,arrival
130,8388,join_queue
130,8388,begin_service
131,8409,arrival
131,8409,join_queue
131,8409,begin_service
131,8469,end_service
130,8528,end_service
132,8606,arrival
132,8606,join_queue
132,8606,renege
133,8769,arrival
133,8769,join_queue
133,8769,renege
129,8782,end_service
134,8807,arrival
134,8807,join_queue
134,8807,begin_service
135,8924,arrival
135,8924,join_queue
135,8924,begin_service
136,8951,arrival
136,8951,join_queue
136,8951,begin_service
137,8978,arrival
137,8978,join_queue
138,9005,arrival
138,9005,join_queue
134,9104,end_service
137,9104,renege
138,9104,begin_service
135,9131,end_service
139,9137,arrival
139,9137,join_queue
139,9137,renege
140,9204,arrival
140,9204,join_queue
140,9204,begin_service
141,9214,arrival
141,9214,join_queue
142,9218,arrival
142,9218,join_queue
143,9244,arrival
143,9244,join_queue
140,9264,end_service
141,9264,renege
142,9264,renege
143,9264,renege
136,9345,end_service
144,9346,arrival
144,9346,join_queue
144,9346,begin_service
145,9373,arrival
145,9373,join_queue
145,9373,begin_service
144,9406,end_service
146,9430,arrival
146,9430,join_queue
146,9430,renege
145,9433,end_service
138,9496,end_service
147,9550,arrival
147,9550,join_queue
147,9550,renege
148,9564,arrival
148,9564,join_queue
148,9564,begin_service
149,9686,arrival
149,9686,join_queue
149,9686,begin_service
150,9691,arrival
150,9691,join_queue
150,9691,begin_service
148,9695,end_service
150,9751,end_service
151,9799,arrival
151,9799,join_queue
151,9799,begin_service
152,9832,arrival
152,9832,join_queue
152,9832,begin_service
153,9836,arrival
153,9836,join_queue
154,9964,arrival
154,9964,join_queue
155,9968,arrival
155,9968,join_queue
149,9969,end_service
153,9969,begin_service
156,9983,arrival
156,9983,join_queue
157,10079,arrival
157,10079,join_queue
158,10081,arrival
158,10081,join_queue
159,10089,arrival
159,10089,join_queue
160,10096,arrival
160,10096,balk
151,10179,end_service
154,10179,begin_service
153,10230,end_service
155,10230,renege
156,10230,begin_service
154,10239,end_service
157,10239,begin_service
152,10240,end_service
158,10240,renege
159,10240,renege
161,10312,arrival
161,10312,join_queue
161,10312,renege
162,10387,arrival
162,10387,join_queue
162,10387,renege
163,10389,arrival
163,10389,join_queue
163,10389,begin_service
164,10390,arrival
164,10390,join_queue
157,10433,end_service
164,10433,begin_service
163,10449,end_service
156,10499,end_service
164,10597,end_service
165,10641,arrival
165,10641,join_queue
165,10641,begin_service
166,10682,arrival
166,10682,join_queue
166,10682,begin_service
166,10787,end_service
165,10799,end_service
167,10848,arrival
167,10848,join_queue
167,10848,renege
168,10852,arrival
168,10852,join_queue
168,10852,renege
169,11067,arrival
169,11067,join_queue
169,11067,begin_service
170,11147,arrival
170,11147,join_queue
170,11147,begin_service
171,11232,arrival
171,11232,join_queue
171,11232,begin_service
172,11271,arrival
172,11271,join_queue
173,11272,arrival
173,11272,join_queue
170,11346,end_service
172,11346,renege
173,11346,renege
174,11352,arrival
174,11352,join_queue
174,11352,begin_service
175,11425,arrival
175,11425,join_queue
169,11464,end_service
175,11464,renege
171,11502,end_service
176,11522,arrival
176,11522,join_queue
176,11522,begin_service
176,11582,end_service
177,11654,arrival
177,11654,join_queue
177,11654,begin_service
177,11714,end_service
178,11718,arrival
178,11718,join_queue
178,11718,begin_service
178,11786,end_service
174,11832,end_service
179,11846,arrival
179,11846,join_queue
179,11846,begin_service
180,11898,arrival
180,11898,join_queue
180,11898,begin_service
179,11906,end_service
181,11927,arrival
181,11927,join_queue
181,11927,begin_service
181,11987,end_service
180,12004,end_service
182,12145,arrival
182,12145,join_queue
182,12145,begin_service
183,12172,arrival
183,12172,join_queue
183,12172,begin_service
184,12180,arrival
184,12180,join_queue
184,12180,renege
185,12219,arrival
185,12219,join_queue
185,12219,begin_service
186,12261,arrival
186,12261,join_queue
187,12278,arrival
187,12278,join_queue
188,12289,arrival
188,12289,join_queue
183,12324,end_service
186,12324,begin_service
182,12327,end_service
187,12327,begin_service
186,12390,end_service
188,12390,begin_service
189,12393,arrival
189,12393,join_queue
190,12494,arrival
190,12494,join_queue
191,12590,arrival
191,12590,join_queue
185,12662,end_service
189,12662,renege
190,12662,begin_service
192,12691,arrival
192,12691,join_queue
193,12701,arrival
193,12701,join_queue
194,12712,arrival
194,12712,join_queue
195,12735,arrival
195,12735,join_queue
187,12807,end_service
191,12807,begin_service
196,12822,arrival
196,12822,join_queue
190,12828,end_service
192,12828,renege
193,12828,begin_service
188,12867,end_service
194,12867,begin_service
191,12902,end_service
195,12902,begin_service
194,12927,end_service
196,12927,begin_service
197,12931,arrival
197,12931,join_queue
193,12945,end_service
197,12945,begin_service
195,12962,end_service
196,13007,end_service
198,13017,arrival
198,13017,join_queue
198,13017,begin_service
199,13054,arrival
199,13054,join_queue
199,13054,begin_service
200,13060,arrival
200,13060,join_queue
201,13069,arrival
201,13069,join_queue
198,13077,end_service
200,13077,begin_service
202,13112,arrival
202,13112,join_queue
199,13114,end_service
203,13114,arrival
203,13114,join_queue
201,13114,renege
202,13114,renege
203,13114,begin_service
200,13137,end_service
203,13174,end_service
204,13182,arrival
204,13182,join_queue
204,13182,begin_service
197,13217,end_service
205,13253,arrival
205,13253,join_queue
205,13253,renege
206,13269,arrival
206,13269,join_queue
206,13269,begin_service
207,13424,arrival
207,13424,join_queue
207,13424,begin_service
208,13565,arrival
208,13565,join_queue
209,13588,arrival
209,13588,join_queue
204,13621,end_service
208,13621,begin_service
210,13628,arrival
210,13628,join_queue
211,13679,arrival
211,13679,join_queue
212,13732,arrival
212,13732,join_queue
206,13749,end_service
209,13749,renege
210,13749,begin_service
207,13763,end_service
211,13763,begin_service
208,13776,end_service
212,13776,begin_service
211,13841,end_service
210,13851,end_service
213,13962,arrival
213,13962,join_queue
213,13962,begin_service
214,14038,arrival
214,14038,join_queue
214,14038,renege
215,14045,arrival
215,14045,join_queue
215,14045,begin_service
212,14069,end_service
216,14105,arrival
216,14105,join_queue
216,14105,begin_service
217,14152,arrival
217,14152,join_queue
218,14246,arrival
218,14246,join_queue
219,14256,arrival
219,14256,join_queue
220,14346,arrival
220,14346,join_queue
221,14393,arrival
221,14393,join_queue
